session_id,account_id,ip_address,device_fingerprint,login_time,mfa_changed,geo_location,login_success,failed_attempts_prior
SESS-000256,ACCT-00143,237.111.35.67,DEV-6906,2026-03-04T08:41:00,False,Boston,True,1
SESS-000257,ACCT-00049,102.198.113.22,DEV-2187,2026-03-04T17:10:00,False,Houston,True,1
SESS-000258,ACCT-00013,228.93.97.213,DEV-7674,2026-03-04T16:07:00,False,Chicago,True,0
SESS-000259,ACCT-00009,80.234.149.47,DEV-5343,2026-03-04T12:39:00,False,Denver,True,0
SESS-000260,ACCT-00168,60.230.212.130,DEV-7492,2026-03-04T16:16:00,False,Boston,True,0
SESS-000261,ACCT-00009,81.72.143.98,DEV-1821,2026-03-05T04:13:00,False,Chicago,True,0
SESS-000262,ACCT-00166,113.146.32.120,DEV-5317,2026-03-04T22:37:00,False,Houston,True,0
SESS-000263,ACCT-00078,15.79.116.138,DEV-7006,2026-03-04T16:52:00,False,New York,True,0
SESS-000264,ACCT-00042,242.143.216.101,DEV-6543,2026-03-05T02:48:00,False,Chicago,True,1
SESS-000265,ACCT-00193,51.102.68.134,DEV-3511,2026-03-04T11:26:00,False,Dallas,True,0
SESS-000266,ACCT-00003,85.205.55.56,DEV-4349,2026-03-04T10:35:00,False,New York,True,0
SESS-000267,ACCT-00006,105.239.225.18,DEV-3012,2026-03-04T14:39:00,False,Denver,True,1
SESS-000268,ACCT-00094,113.218.72.199,DEV-8837,2026-03-04T06:21:00,False,Dallas,True,1
SESS-000269,ACCT-00193,231.29.88.72,DEV-7065,2026-03-04T14:30:00,False,Houston,True,0
SESS-000270,ACCT-00021,234.118.132.209,DEV-8989,2026-03-04T11:54:00,False,Chicago,True,0
SESS-000271,ACCT-00008,12.65.151.118,DEV-2115,2026-03-04T10:29:00,False,Dallas,True,0
SESS-000272,ACCT-00024,246.83.67.75,DEV-1853,2026-03-04T11:33:00,False,Seattle,True,0
SESS-000273,ACCT-00113,235.132.236.187,DEV-2664,2026-03-04T20:07:00,False,Atlanta,True,1
SESS-000274,ACCT-00083,28.93.135.13,DEV-7329,2026-03-04T20:07:00,False,Seattle,True,0
SESS-000275,ACCT-00138,40.240.75.87,DEV-9286,2026-03-04T21:02:00,False,Los Angeles,True,0
SESS-000276,ACCT-00040,206.175.197.101,DEV-9745,2026-03-04T07:22:00,False,Miami,True,1
SESS-000277,ACCT-00130,243.126.248.64,DEV-4074,2026-03-04T11:01:00,False,Atlanta,True,0
SESS-000278,ACCT-00048,23.24.61.136,DEV-8502,2026-03-04T08:53:00,False,Boston,True,0
SESS-000279,ACCT-00061,142.212.25.172,DEV-2211,2026-03-05T05:29:00,False,Atlanta,True,0
SESS-000280,ACCT-00125,205.115.77.91,DEV-2696,2026-03-04T07:13:00,False,Dallas,True,1
SESS-000281,ACCT-00178,82.56.252.27,DEV-3828,2026-03-05T02:25:00,False,Chicago,True,0
SESS-000282,ACCT-00127,64.112.232.47,DEV-3679,2026-03-04T14:41:00,False,New York,True,1
SESS-000283,ACCT-00075,97.90.192.174,DEV-6251,2026-03-04T09:51:00,False,Miami,True,1
SESS-000284,ACCT-00050,178.100.103.250,DEV-5749,2026-03-04T06:03:00,False,Miami,True,1
SESS-000285,ACCT-00114,79.255.169.4,DEV-5439,2026-03-04T06:37:00,False,Atlanta,True,0
SESS-000286,ACCT-00043,158.193.178.19,DEV-NEW-90226,2026-03-04T18:46:00,True,Bucharest,True,10
SESS-000287,ACCT-00128,232.93.203.110,DEV-4427,2026-03-05T05:57:00,False,Chicago,True,1
SESS-000288,ACCT-00107,116.254.242.82,DEV-3793,2026-03-04T12:18:00,False,Chicago,True,1
SESS-000289,ACCT-00146,21.204.178.139,DEV-2371,2026-03-04T20:16:00,False,Chicago,True,0
SESS-000290,ACCT-00008,186.80.77.152,DEV-5683,2026-03-05T01:32:00,False,Los Angeles,True,0
SESS-000291,ACCT-00083,56.21.77.152,DEV-6205,2026-03-04T20:00:00,False,Seattle,True,1
SESS-000292,ACCT-00060,172.78.209.45,DEV-5860,2026-03-04T21:48:00,False,Chicago,True,0
SESS-000293,ACCT-00111,170.132.13.166,DEV-6564,2026-03-04T17:26:00,False,Los Angeles,True,0
SESS-000294,ACCT-00053,168.20.22.70,DEV-9756,2026-03-04T13:36:00,False,Houston,True,0
SESS-000295,ACCT-00017,46.77.48.244,DEV-3832,2026-03-04T08:51:00,False,Los Angeles,True,1
SESS-000296,ACCT-00192,234.57.190.138,DEV-3517,2026-03-05T04:37:00,False,Denver,True,1
SESS-000297,ACCT-00138,77.4.53.196,DEV-2797,2026-03-04T19:42:00,False,Boston,True,1
SESS-000298,ACCT-00068,100.158.156.193,DEV-3188,2026-03-04T07:59:00,False,New York,True,0
SESS-000299,ACCT-00100,235.254.226.164,DEV-9592,2026-03-04T23:09:00,False,Atlanta,True,0
SESS-000300,ACCT-00081,164.205.144.243,DEV-7542,2026-03-04T19:14:00,False,Miami,True,0
SESS-000301,ACCT-00153,56.151.92.29,DEV-3308,2026-03-04T10:24:00,False,Denver,True,0
SESS-000302,ACCT-00046,5.156.32.12,DEV-NEW-47266,2026-03-04T12:14:00,False,Moscow,True,6
SESS-000303,ACCT-00029,241.57.46.121,DEV-8315,2026-03-04T22:34:00,False,Chicago,True,1
SESS-000304,ACCT-00151,72.49.82.132,DEV-4263,2026-03-05T02:55:00,False,Los Angeles,True,0
SESS-000305,ACCT-00015,109.209.10.189,DEV-3754,2026-03-04T20:44:00,False,New York,True,0
SESS-000306,ACCT-00002,192.82.172.50,DEV-9912,2026-03-04T12:42:00,False,Denver,True,0
SESS-000307,ACCT-00025,12.167.91.70,DEV-NEW-42017,2026-03-05T03:33:00,False,Unknown,True,3
SESS-000308,ACCT-00091,237.213.87.169,DEV-2023,2026-03-04T11:31:00,False,New York,True,1
SESS-000309,ACCT-00102,42.234.223.239,DEV-4998,2026-03-04T20:45:00,False,Houston,True,0
SESS-000310,ACCT-00143,226.197.104.55,DEV-8924,2026-03-04T13:03:00,False,Denver,True,0
SESS-000311,ACCT-00130,227.206.90.102,DEV-8452,2026-03-04T09:53:00,False,Los Angeles,True,0
SESS-000312,ACCT-00112,1.38.97.40,DEV-9287,2026-03-04T09:42:00,False,Chicago,True,0
SESS-000313,ACCT-00058,26.114.178.230,DEV-4061,2026-03-04T11:12:00,False,Atlanta,True,0
SESS-000314,ACCT-00136,6.207.246.127,DEV-7318,2026-03-05T05:54:00,False,Los Angeles,True,0
SESS-000315,ACCT-00109,212.85.3.163,DEV-9818,2026-03-04T18:38:00,False,Boston,True,0
SESS-000316,ACCT-00168,198.38.65.120,DEV-8284,2026-03-04T14:26:00,False,Denver,True,0
SESS-000317,ACCT-00118,29.180.214.149,DEV-9736,2026-03-05T05:42:00,False,Houston,True,1
SESS-000318,ACCT-00090,189.8.77.180,DEV-7402,2026-03-04T12:04:00,False,Denver,True,1
SESS-000319,ACCT-00179,137.196.87.157,DEV-6798,2026-03-04T19:37:00,False,Dallas,True,0
SESS-000320,ACCT-00036,79.83.175.84,DEV-4662,2026-03-04T12:58:00,False,Dallas,True,1
SESS-000321,ACCT-00172,3.227.152.227,DEV-3236,2026-03-05T03:43:00,False,Dallas,True,0
SESS-000322,ACCT-00114,37.210.216.152,DEV-5989,2026-03-04T22:13:00,False,Los Angeles,True,1
SESS-000323,ACCT-00147,6.1.234.79,DEV-9159,2026-03-04T22:32:00,False,Miami,True,1
SESS-000324,ACCT-00176,73.207.141.20,DEV-9340,2026-03-05T01:29:00,False,Houston,True,1
SESS-000325,ACCT-00029,74.234.175.53,DEV-7531,2026-03-04T14:16:00,False,Dallas,True,0
SESS-000326,ACCT-00098,137.14.135.75,DEV-6177,2026-03-05T01:56:00,False,New York,True,0
SESS-000327,ACCT-00170,225.5.167.248,DEV-3800,2026-03-04T19:27:00,False,Los Angeles,True,0
SESS-000328,ACCT-00042,11.203.204.75,DEV-2002,2026-03-04T21:39:00,False,New York,True,0
SESS-000329,ACCT-00070,92.53.113.1,DEV-9841,2026-03-04T14:37:00,False,Dallas,True,0
SESS-000330,ACCT-00171,124.156.121.159,DEV-8761,2026-03-04T17:15:00,False,Miami,True,0
SESS-000331,ACCT-00142,4.76.228.202,DEV-7071,2026-03-04T14:04:00,False,New York,True,0
SESS-000332,ACCT-00001,89.199.206.27,DEV-6830,2026-03-05T05:11:00,False,Houston,True,0
SESS-000333,ACCT-00092,143.133.98.212,DEV-8180,2026-03-04T09:18:00,False,Boston,True,1
SESS-000334,ACCT-00111,129.245.9.168,DEV-2938,2026-03-04T07:46:00,False,Boston,True,1
SESS-000335,ACCT-00042,206.17.15.29,DEV-4343,2026-03-05T03:56:00,False,Denver,True,1
SESS-000336,ACCT-00177,70.151.155.244,DEV-5129,2026-03-04T13:52:00,False,Chicago,True,0
SESS-000337,ACCT-00101,88.216.205.210,DEV-7131,2026-03-05T04:42:00,False,Chicago,True,1
SESS-000338,ACCT-00010,30.165.176.157,DEV-8146,2026-03-04T10:18:00,False,Atlanta,True,0
SESS-000339,ACCT-00081,48.92.63.156,DEV-1129,2026-03-04T12:05:00,False,Seattle,True,0
SESS-000340,ACCT-00056,169.150.225.204,DEV-1481,2026-03-05T04:06:00,False,Miami,True,1
SESS-000341,ACCT-00079,78.147.166.96,DEV-4650,2026-03-04T19:16:00,False,Dallas,True,1
SESS-000342,ACCT-00084,137.115.160.2,DEV-9013,2026-03-04T13:54:00,False,Los Angeles,True,0
SESS-000343,ACCT-00074,56.52.85.180,DEV-1923,2026-03-04T17:52:00,False,New York,True,0
SESS-000344,ACCT-00101,243.46.34.238,DEV-8738,2026-03-04T12:18:00,False,Houston,True,0
SESS-000345,ACCT-00163,41.217.138.138,DEV-9938,2026-03-04T22:53:00,False,Houston,True,1
SESS-000346,ACCT-00143,83.166.87.47,DEV-6001,2026-03-05T05:02:00,False,Chicago,True,1
SESS-000347,ACCT-00036,26.207.59.251,DEV-9230,2026-03-04T16:40:00,False,Seattle,True,1
SESS-000348,ACCT-00095,18.28.172.235,DEV-1855,2026-03-04T21:18:00,False,Boston,True,0
SESS-000349,ACCT-00093,67.229.232.79,DEV-5411,2026-03-04T09:09:00,False,Atlanta,True,0
SESS-000350,ACCT-00196,92.72.152.113,DEV-9665,2026-03-04T13:19:00,False,Miami,True,0
SESS-000351,ACCT-00119,77.235.102.67,DEV-5741,2026-03-05T01:49:00,False,Dallas,True,0
SESS-000352,ACCT-00010,131.15.113.50,DEV-3044,2026-03-04T22:40:00,False,Boston,True,0
SESS-000353,ACCT-00108,177.102.122.212,DEV-9538,2026-03-04T08:20:00,False,Dallas,True,0
SESS-000354,ACCT-00110,122.89.34.91,DEV-3852,2026-03-04T23:30:00,False,Atlanta,True,1
SESS-000355,ACCT-00051,112.94.161.176,DEV-NEW-18204,2026-03-05T00:56:00,True,Bucharest,True,10
SESS-000356,ACCT-00178,213.108.167.187,DEV-4709,2026-03-04T17:09:00,False,Atlanta,True,0
SESS-000357,ACCT-00026,92.217.244.49,DEV-5792,2026-03-04T09:39:00,False,Miami,True,1
SESS-000358,ACCT-00128,114.193.83.152,DEV-7512,2026-03-04T22:21:00,False,Dallas,True,0
SESS-000359,ACCT-00080,35.131.192.162,DEV-8045,2026-03-04T19:31:00,False,Miami,True,1
SESS-000360,ACCT-00014,150.14.18.29,DEV-1790,2026-03-05T01:37:00,False,Boston,True,1
SESS-000361,ACCT-00123,137.119.174.42,DEV-2559,2026-03-04T06:34:00,False,Los Angeles,True,1
SESS-000362,ACCT-00170,44.150.199.71,DEV-9431,2026-03-04T15:48:00,False,Boston,True,1
SESS-000363,ACCT-00159,158.234.189.113,DEV-3796,2026-03-05T04:52:00,False,Boston,True,1
SESS-000364,ACCT-00199,163.178.64.243,DEV-9492,2026-03-04T17:12:00,False,Los Angeles,True,0
SESS-000365,ACCT-00046,191.236.37.210,DEV-3255,2026-03-04T21:03:00,False,Miami,True,0
SESS-000366,ACCT-00164,231.41.236.4,DEV-6376,2026-03-04T21:25:00,False,Dallas,True,1
SESS-000367,ACCT-00068,203.136.105.109,DEV-9132,2026-03-04T09:22:00,False,Chicago,True,1
SESS-000368,ACCT-00134,186.111.15.54,DEV-9653,2026-03-04T12:13:00,False,Boston,True,1
SESS-000369,ACCT-00193,30.41.125.157,DEV-9055,2026-03-05T00:18:00,False,Boston,True,0
SESS-000370,ACCT-00071,148.5.11.189,DEV-3734,2026-03-04T17:29:00,False,Los Angeles,True,1
SESS-000371,ACCT-00120,81.75.217.237,DEV-7929,2026-03-04T18:38:00,False,Dallas,True,0
SESS-000372,ACCT-00057,23.160.10.194,DEV-8613,2026-03-04T18:45:00,False,New York,True,1
SESS-000373,ACCT-00050,6.62.62.148,DEV-4950,2026-03-04T19:28:00,False,Dallas,True,0
SESS-000374,ACCT-00003,33.242.157.35,DEV-6163,2026-03-05T00:10:00,False,Seattle,True,0
SESS-000375,ACCT-00063,147.30.167.212,DEV-9765,2026-03-04T07:26:00,False,Los Angeles,True,0
SESS-000376,ACCT-00011,226.69.153.55,DEV-8553,2026-03-04T08:04:00,False,Houston,True,1
SESS-000377,ACCT-00018,204.254.105.98,DEV-7587,2026-03-05T05:47:00,False,Chicago,True,1
SESS-000378,ACCT-00021,131.205.125.54,DEV-6787,2026-03-04T17:54:00,False,Houston,True,0
SESS-000379,ACCT-00181,140.164.220.24,DEV-NEW-58066,2026-03-04T17:23:00,False,Bucharest,True,6
SESS-000380,ACCT-00023,211.192.122.150,DEV-8984,2026-03-04T19:10:00,False,Dallas,True,0
SESS-000381,ACCT-00092,26.194.148.64,DEV-7437,2026-03-04T09:56:00,False,Dallas,True,0
SESS-000382,ACCT-00169,234.122.241.125,DEV-3977,2026-03-04T23:20:00,False,Atlanta,True,0
SESS-000383,ACCT-00041,197.193.209.2,DEV-6621,2026-03-04T20:23:00,False,Houston,True,1
SESS-000384,ACCT-00046,207.130.131.18,DEV-7753,2026-03-04T18:53:00,False,Los Angeles,True,0
SESS-000385,ACCT-00027,119.165.104.86,DEV-9772,2026-03-05T05:46:00,False,Miami,True,1
SESS-000386,ACCT-00068,247.63.19.49,DEV-NEW-97723,2026-03-04T18:44:00,False,Unknown,True,5
SESS-000387,ACCT-00126,68.73.249.108,DEV-4416,2026-03-04T06:16:00,False,Denver,True,0
SESS-000388,ACCT-00131,163.132.138.117,DEV-2901,2026-03-04T14:59:00,False,Boston,True,0
SESS-000389,ACCT-00152,238.11.210.148,DEV-1735,2026-03-04T13:12:00,False,Denver,True,1
SESS-000390,ACCT-00103,221.1.88.45,DEV-9284,2026-03-05T04:30:00,False,Boston,True,1
SESS-000391,ACCT-00158,224.163.179.29,DEV-4885,2026-03-04T15:12:00,False,Seattle,True,1
SESS-000392,ACCT-00035,117.136.100.6,DEV-7960,2026-03-04T10:12:00,False,Boston,True,0
SESS-000393,ACCT-00028,199.17.103.79,DEV-4412,2026-03-04T15:14:00,False,Dallas,True,0
SESS-000394,ACCT-00130,121.226.183.247,DEV-9388,2026-03-05T00:43:00,False,Houston,True,0
SESS-000395,ACCT-00055,116.7.128.25,DEV-4810,2026-03-04T22:12:00,False,New York,True,0
SESS-000396,ACCT-00160,50.214.11.48,DEV-9928,2026-03-04T17:54:00,False,Chicago,True,1
SESS-000397,ACCT-00035,249.20.134.18,DEV-3791,2026-03-04T11:41:00,False,Houston,True,0
SESS-000398,ACCT-00157,92.230.236.35,DEV-NEW-10959,2026-03-05T04:16:00,False,Bucharest,True,4
SESS-000399,ACCT-00006,127.139.51.145,DEV-NEW-38192,2026-03-05T05:33:00,True,Moscow,True,6
SESS-000400,ACCT-00142,160.247.158.26,DEV-3366,2026-03-04T08:01:00,False,Chicago,True,1
SESS-000401,ACCT-00140,151.243.77.191,DEV-7386,2026-03-04T06:57:00,False,Miami,True,1
SESS-000402,ACCT-00053,21.253.152.204,DEV-3361,2026-03-04T18:44:00,False,Chicago,True,1
SESS-000403,ACCT-00004,166.109.88.108,DEV-2633,2026-03-05T05:41:00,False,Los Angeles,True,0
SESS-000404,ACCT-00010,135.220.50.177,DEV-7250,2026-03-04T19:03:00,False,Houston,True,0
SESS-000405,ACCT-00122,103.229.86.15,DEV-NEW-29850,2026-03-05T00:38:00,True,Lagos,True,8
SESS-000406,ACCT-00200,229.212.69.18,DEV-6904,2026-03-04T19:20:00,False,Houston,True,1
SESS-000407,ACCT-00140,87.238.243.155,DEV-6128,2026-03-04T06:20:00,False,New York,True,0
SESS-000408,ACCT-00025,86.6.13.205,DEV-8559,2026-03-04T10:39:00,False,Houston,True,1
SESS-000409,ACCT-00023,168.231.87.42,DEV-2532,2026-03-04T07:10:00,False,Los Angeles,True,0
SESS-000410,ACCT-00139,11.241.38.168,DEV-7387,2026-03-05T01:19:00,False,Atlanta,True,0
SESS-000411,ACCT-00048,81.143.208.203,DEV-2832,2026-03-04T14:39:00,False,Atlanta,True,0
SESS-000412,ACCT-00146,122.3.232.66,DEV-6019,2026-03-04T08:20:00,False,Houston,True,1
SESS-000413,ACCT-00014,212.115.154.76,DEV-3158,2026-03-04T10:56:00,False,Chicago,True,1
SESS-000414,ACCT-00037,4.73.175.47,DEV-4517,2026-03-04T19:33:00,False,Dallas,True,1
SESS-000415,ACCT-00194,187.8.139.79,DEV-8308,2026-03-05T04:40:00,False,Atlanta,True,0
SESS-000416,ACCT-00097,173.93.215.165,DEV-6785,2026-03-04T13:06:00,False,Seattle,True,0
SESS-000417,ACCT-00058,105.40.238.155,DEV-5916,2026-03-04T22:03:00,False,Boston,True,0
SESS-000418,ACCT-00174,212.183.179.29,DEV-7263,2026-03-04T17:46:00,False,New York,True,0
SESS-000419,ACCT-00028,29.163.46.44,DEV-8042,2026-03-05T04:46:00,False,Boston,True,1
SESS-000420,ACCT-00194,206.211.130.123,DEV-8011,2026-03-05T02:42:00,False,Boston,True,1
SESS-000421,ACCT-00033,16.4.137.80,DEV-8474,2026-03-04T18:56:00,False,Miami,True,0
SESS-000422,ACCT-00131,211.45.56.147,DEV-1532,2026-03-04T20:57:00,False,Atlanta,True,1
SESS-000423,ACCT-00159,22.223.153.12,DEV-1824,2026-03-04T10:27:00,False,Denver,True,0
SESS-000424,ACCT-00101,33.101.166.251,DEV-4775,2026-03-05T03:20:00,False,Miami,True,1
SESS-000425,ACCT-00131,242.20.80.31,DEV-4670,2026-03-04T21:19:00,False,Dallas,True,1
SESS-000426,ACCT-00082,38.4.86.17,DEV-3727,2026-03-04T12:23:00,False,Houston,True,1
SESS-000427,ACCT-00176,222.7.183.232,DEV-6387,2026-03-04T11:03:00,False,New York,True,0
SESS-000428,ACCT-00195,6.9.192.64,DEV-5779,2026-03-04T08:04:00,False,Denver,True,1
SESS-000429,ACCT-00062,2.1.46.32,DEV-5130,2026-03-05T02:53:00,False,Los Angeles,True,1
SESS-000430,ACCT-00001,99.77.120.36,DEV-NEW-99851,2026-03-04T09:09:00,True,Shenzhen,True,10
SESS-000431,ACCT-00190,137.235.22.100,DEV-1145,2026-03-05T04:58:00,False,Boston,True,1
SESS-000432,ACCT-00077,242.217.245.67,DEV-7365,2026-03-04T08:48:00,False,Houston,True,0
SESS-000433,ACCT-00013,209.141.112.64,DEV-NEW-66958,2026-03-05T02:22:00,False,Lagos,True,6
SESS-000434,ACCT-00115,134.43.162.24,DEV-7051,2026-03-04T09:16:00,False,Miami,True,1
SESS-000435,ACCT-00129,247.158.76.250,DEV-1297,2026-03-05T01:34:00,False,Houston,True,1
SESS-000436,ACCT-00171,53.165.122.72,DEV-NEW-64116,2026-03-04T18:23:00,True,Shenzhen,True,8
SESS-000437,ACCT-00097,153.128.145.149,DEV-5478,2026-03-05T02:43:00,False,Denver,True,1
SESS-000438,ACCT-00114,25.29.70.69,DEV-1262,2026-03-04T07:49:00,False,Chicago,True,0
SESS-000439,ACCT-00177,168.113.228.153,DEV-5734,2026-03-04T10:42:00,False,New York,True,0
SESS-000440,ACCT-00101,89.35.254.68,DEV-6320,2026-03-05T00:07:00,False,Chicago,True,1
SESS-000441,ACCT-00059,164.98.210.80,DEV-3617,2026-03-04T18:14:00,False,Houston,True,1
SESS-000442,ACCT-00117,23.81.48.198,DEV-NEW-83402,2026-03-04T16:03:00,False,Moscow,True,8
SESS-000443,ACCT-00028,108.35.90.202,DEV-6363,2026-03-05T05:26:00,False,Seattle,True,0
SESS-000444,ACCT-00074,30.16.31.119,DEV-3832,2026-03-04T19:34:00,False,Houston,True,0
SESS-000445,ACCT-00068,14.43.65.144,DEV-4969,2026-03-04T06:48:00,False,Boston,True,0
SESS-000446,ACCT-00118,186.89.102.252,DEV-3083,2026-03-04T09:03:00,False,Dallas,True,1
SESS-000447,ACCT-00018,8.135.191.3,DEV-9155,2026-03-04T10:16:00,False,Denver,True,1
SESS-000448,ACCT-00193,80.195.23.249,DEV-6004,2026-03-04T14:49:00,False,Chicago,True,0
SESS-000449,ACCT-00113,219.153.196.212,DEV-1412,2026-03-04T13:28:00,False,Los Angeles,True,0
SESS-000450,ACCT-00086,128.104.158.126,DEV-3439,2026-03-04T18:29:00,False,Miami,True,0
SESS-000451,ACCT-00090,22.251.209.137,DEV-3770,2026-03-04T20:23:00,False,Chicago,True,1
SESS-000452,ACCT-00194,33.234.93.101,DEV-8422,2026-03-05T05:11:00,False,New York,True,1
SESS-000453,ACCT-00108,240.179.204.244,DEV-3500,2026-03-04T19:13:00,False,Chicago,True,1
SESS-000454,ACCT-00020,226.226.209.219,DEV-9942,2026-03-05T03:12:00,False,Atlanta,True,1
SESS-000455,ACCT-00160,213.41.81.149,DEV-1984,2026-03-04T21:56:00,False,Houston,True,1
SESS-000456,ACCT-00004,207.155.247.78,DEV-NEW-29080,2026-03-04T09:42:00,True,Moscow,True,7
SESS-000457,ACCT-00054,186.214.193.141,DEV-3496,2026-03-04T16:29:00,False,Los Angeles,True,0
SESS-000458,ACCT-00023,111.129.182.42,DEV-6847,2026-03-05T03:44:00,False,Miami,True,0
SESS-000459,ACCT-00005,177.141.144.165,DEV-2440,2026-03-05T04:31:00,False,Los Angeles,True,0
SESS-000460,ACCT-00172,199.100.41.136,DEV-3404,2026-03-04T22:49:00,False,Atlanta,True,0
SESS-000461,ACCT-00001,60.157.115.87,DEV-5710,2026-03-04T20:38:00,False,Boston,True,0
SESS-000462,ACCT-00186,71.214.11.104,DEV-NEW-63104,2026-03-04T23:38:00,False,Bucharest,True,3
SESS-000463,ACCT-00089,255.22.93.24,DEV-3637,2026-03-04T09:26:00,False,Seattle,True,1
SESS-000464,ACCT-00051,22.95.126.221,DEV-1480,2026-03-04T15:31:00,False,Los Angeles,True,1
SESS-000465,ACCT-00014,109.2.122.128,DEV-3331,2026-03-05T00:01:00,False,Los Angeles,True,1
SESS-000466,ACCT-00014,42.31.103.27,DEV-8319,2026-03-04T12:54:00,False,Boston,True,0
SESS-000467,ACCT-00021,9.6.107.77,DEV-8779,2026-03-04T15:25:00,False,Los Angeles,True,0
SESS-000468,ACCT-00028,192.50.238.196,DEV-7798,2026-03-04T22:56:00,False,New York,True,0
SESS-000469,ACCT-00162,195.181.26.185,DEV-9312,2026-03-04T11:18:00,False,Miami,True,0
SESS-000470,ACCT-00149,120.168.186.236,DEV-1154,2026-03-05T03:42:00,False,Los Angeles,True,0
SESS-000471,ACCT-00053,58.172.84.181,DEV-2955,2026-03-04T17:37:00,False,New York,True,1
SESS-000472,ACCT-00043,223.227.1.121,DEV-3254,2026-03-05T05:04:00,False,Atlanta,True,0
SESS-000473,ACCT-00184,243.212.54.110,DEV-1450,2026-03-04T09:49:00,False,Boston,True,0
SESS-000474,ACCT-00200,34.103.196.65,DEV-8882,2026-03-04T11:16:00,False,Atlanta,True,0
SESS-000475,ACCT-00138,215.116.20.115,DEV-7868,2026-03-04T17:33:00,False,Boston,True,0
SESS-000476,ACCT-00002,141.7.187.201,DEV-6765,2026-03-04T15:47:00,False,Atlanta,True,0
SESS-000477,ACCT-00004,172.150.99.205,DEV-3211,2026-03-04T14:46:00,False,Houston,True,1
SESS-000478,ACCT-00048,101.19.196.155,DEV-7265,2026-03-04T10:08:00,False,Boston,True,1
SESS-000479,ACCT-00117,121.10.199.206,DEV-8249,2026-03-05T04:44:00,False,Seattle,True,0
SESS-000480,ACCT-00112,63.186.72.23,DEV-6273,2026-03-04T10:02:00,False,New York,True,0
SESS-000481,ACCT-00105,100.37.2.123,DEV-1158,2026-03-04T10:57:00,False,Houston,True,0
SESS-000482,ACCT-00094,134.132.80.73,DEV-NEW-37771,2026-03-05T04:08:00,False,Lagos,True,6
SESS-000483,ACCT-00148,219.149.33.57,DEV-1386,2026-03-05T00:29:00,False,New York,True,1
SESS-000484,ACCT-00028,208.38.7.81,DEV-4745,2026-03-05T02:30:00,False,New York,True,0
SESS-000485,ACCT-00026,97.243.186.196,DEV-7359,2026-03-04T08:25:00,False,Miami,True,1
SESS-000486,ACCT-00183,171.168.119.80,DEV-2486,2026-03-04T13:53:00,False,Los Angeles,True,0
SESS-000487,ACCT-00084,226.141.255.108,DEV-NEW-44023,2026-03-04T10:02:00,False,Moscow,True,9
SESS-000488,ACCT-00032,142.172.164.191,DEV-2821,2026-03-04T14:25:00,False,Chicago,True,0
SESS-000489,ACCT-00115,207.50.68.60,DEV-7096,2026-03-04T17:14:00,False,Dallas,True,1
SESS-000490,ACCT-00130,67.79.192.219,DEV-1747,2026-03-04T18:21:00,False,Dallas,True,1
SESS-000491,ACCT-00042,5.78.151.202,DEV-5795,2026-03-04T19:05:00,False,Denver,True,1
SESS-000492,ACCT-00198,120.72.18.92,DEV-2059,2026-03-04T21:47:00,False,Atlanta,True,0
SESS-000493,ACCT-00007,212.237.62.93,DEV-7295,2026-03-04T08:05:00,False,Miami,True,1
SESS-000494,ACCT-00137,124.31.110.26,DEV-8973,2026-03-04T13:50:00,False,Seattle,True,1
SESS-000495,ACCT-00059,228.226.151.211,DEV-2194,2026-03-04T12:20:00,False,Miami,True,1
SESS-000496,ACCT-00181,99.25.82.145,DEV-3830,2026-03-04T12:10:00,False,Seattle,True,1
SESS-000497,ACCT-00198,136.206.75.229,DEV-8387,2026-03-05T05:23:00,False,Chicago,True,1
SESS-000498,ACCT-00012,65.69.5.115,DEV-7180,2026-03-04T20:37:00,False,Houston,True,0
SESS-000499,ACCT-00123,242.173.106.187,DEV-9986,2026-03-04T13:02:00,False,Denver,True,1
SESS-000500,ACCT-00107,155.64.111.229,DEV-9667,2026-03-04T18:13:00,False,Denver,True,1
SESS-000501,ACCT-00156,178.15.134.133,DEV-NEW-78592,2026-03-05T04:55:00,False,Shenzhen,True,6
SESS-000502,ACCT-00046,200.189.120.67,DEV-NEW-10789,2026-03-04T17:25:00,False,Bucharest,True,5
SESS-000503,ACCT-00122,191.42.167.153,DEV-8362,2026-03-04T20:16:00,False,Denver,True,1
SESS-000504,ACCT-00199,175.164.210.116,DEV-NEW-17572,2026-03-04T12:32:00,False,Shenzhen,True,10
SESS-000505,ACCT-00128,66.81.223.218,DEV-2261,2026-03-04T17:45:00,False,Dallas,True,0
SESS-000506,ACCT-00062,67.75.92.123,DEV-4441,2026-03-04T23:59:00,False,Denver,True,0
SESS-000507,ACCT-00117,16.90.89.242,DEV-3412,2026-03-04T12:09:00,False,Atlanta,True,0
SESS-000508,ACCT-00028,213.189.250.110,DEV-2977,2026-03-04T21:51:00,False,Atlanta,True,0
SESS-000509,ACCT-00109,41.190.58.74,DEV-5394,2026-03-04T16:03:00,False,Boston,True,1
SESS-000510,ACCT-00148,96.89.53.214,DEV-7960,2026-03-04T07:06:00,False,Dallas,True,0
SESS-000511,ACCT-00054,48.15.92.192,DEV-7770,2026-03-04T12:06:00,False,Dallas,True,0
SESS-000512,ACCT-00025,48.203.137.127,DEV-2268,2026-03-04T15:05:00,False,New York,True,1
