txn_id,account_id,amount,merchant,category,timestamp,channel,location,is_flagged,risk_score,flag_reason
TXN-000490,ACCT-00055,134.01,Uber,Transportation,2026-03-04T20:29:00,atm,Chicago,False,0.402,
TXN-000491,ACCT-00151,71.27,Starbucks,Food & Drink,2026-03-04T20:25:00,mobile,Denver,False,0.302,
TXN-000492,ACCT-00158,74.48,Uber,Transportation,2026-03-05T03:19:00,web,Chicago,False,0.3,
TXN-000493,ACCT-00038,469.89,CVS Pharmacy,Pharmacy,2026-03-05T00:38:00,mobile,Houston,False,0.126,
TXN-000494,ACCT-00060,26858.49,ATM Withdrawal - Foreign,ATM,2026-03-05T00:01:00,branch,Denver,True,0.966,velocity_spike
TXN-000495,ACCT-00011,56.1,Target,Retail,2026-03-05T03:45:00,branch,Miami,False,0.086,
TXN-000496,ACCT-00168,328.4,Netflix,Digital Services,2026-03-04T16:35:00,mobile,Boston,False,0.409,
TXN-000497,ACCT-00133,246.0,Target,Retail,2026-03-04T08:13:00,atm,Dallas,False,0.071,
TXN-000498,ACCT-00043,323.52,Uber,Transportation,2026-03-04T14:22:00,web,Chicago,False,0.275,
TXN-000499,ACCT-00031,406.53,Home Depot,Home Improvement,2026-03-05T07:02:00,mobile,Atlanta,False,0.103,
TXN-000500,ACCT-00042,16.11,Home Depot,Home Improvement,2026-03-05T03:34:00,mobile,Chicago,False,0.069,
TXN-000501,ACCT-00132,4683.78,Wire Transfer - Switzerland,Wire Transfer,2026-03-05T01:38:00,branch,Chicago,True,0.978,mfa_change
TXN-000502,ACCT-00145,473.89,Starbucks,Food & Drink,2026-03-05T04:42:00,web,Atlanta,False,0.392,
TXN-000503,ACCT-00044,302.42,Home Depot,Home Improvement,2026-03-05T06:30:00,web,Dallas,False,0.084,
TXN-000504,ACCT-00176,300.28,CVS Pharmacy,Pharmacy,2026-03-04T20:54:00,mobile,Houston,False,0.058,
TXN-000505,ACCT-00052,343.76,Uber,Transportation,2026-03-04T11:17:00,web,Dallas,False,0.407,
TXN-000506,ACCT-00154,6473.12,Wire Transfer - Nigeria,Wire Transfer,2026-03-05T02:24:00,web,Dallas,True,0.94,cross_channel
TXN-000507,ACCT-00174,213.24,Uber,Transportation,2026-03-04T22:38:00,mobile,Boston,False,0.363,
TXN-000508,ACCT-00197,403.29,Netflix,Digital Services,2026-03-04T12:34:00,mobile,Denver,False,0.347,
TXN-000509,ACCT-00022,207.28,Uber,Transportation,2026-03-04T08:14:00,web,New York,False,0.062,
TXN-000510,ACCT-00002,345.44,Shell Gas,Gas Station,2026-03-04T20:21:00,branch,Denver,False,0.197,
TXN-000511,ACCT-00150,214.66,Uber,Transportation,2026-03-04T17:24:00,branch,Dallas,False,0.185,
TXN-000512,ACCT-00053,243.82,Uber,Transportation,2026-03-05T02:56:00,branch,Boston,False,0.445,
TXN-000513,ACCT-00148,369.21,Home Depot,Home Improvement,2026-03-04T23:14:00,mobile,Houston,False,0.428,
TXN-000514,ACCT-00026,394.11,Home Depot,Home Improvement,2026-03-04T21:16:00,mobile,Chicago,False,0.012,
TXN-000515,ACCT-00024,463.3,CVS Pharmacy,Pharmacy,2026-03-04T10:11:00,atm,Los Angeles,False,0.173,
TXN-000516,ACCT-00156,46672.88,Luxury Watches Inc,Luxury Goods,2026-03-05T06:23:00,atm,Dallas,True,0.851,new_merchant
TXN-000517,ACCT-00153,32733.98,Wire Transfer - Switzerland,Wire Transfer,2026-03-04T14:53:00,atm,New York,True,0.947,cross_channel
TXN-000518,ACCT-00133,393.06,Amazon,Online Retail,2026-03-04T13:47:00,web,Dallas,False,0.168,
TXN-000519,ACCT-00168,6168.46,Wire Transfer - Switzerland,Wire Transfer,2026-03-04T20:03:00,branch,Denver,True,0.894,device_mismatch
TXN-000520,ACCT-00151,369.78,Amazon,Online Retail,2026-03-05T02:45:00,mobile,Los Angeles,False,0.375,
TXN-000521,ACCT-00150,117.02,Starbucks,Food & Drink,2026-03-04T21:47:00,web,Atlanta,False,0.125,
TXN-000522,ACCT-00105,40.83,Uber,Transportation,2026-03-04T11:59:00,branch,Seattle,False,0.431,
TXN-000523,ACCT-00138,128.82,Netflix,Digital Services,2026-03-05T03:13:00,atm,Denver,False,0.117,
TXN-000524,ACCT-00087,342.39,CVS Pharmacy,Pharmacy,2026-03-04T11:58:00,mobile,Atlanta,False,0.178,
TXN-000525,ACCT-00057,401.08,Shell Gas,Gas Station,2026-03-05T01:37:00,atm,Seattle,False,0.318,
TXN-000526,ACCT-00068,202.47,Walmart,Retail,2026-03-05T02:55:00,branch,Los Angeles,False,0.22,
TXN-000527,ACCT-00091,138.19,Netflix,Digital Services,2026-03-04T14:48:00,web,Atlanta,False,0.117,
TXN-000528,ACCT-00068,418.3,Shell Gas,Gas Station,2026-03-04T11:38:00,branch,Chicago,False,0.045,
TXN-000529,ACCT-00170,383.3,Amazon,Online Retail,2026-03-04T20:40:00,mobile,Atlanta,False,0.227,
TXN-000530,ACCT-00148,95.52,CVS Pharmacy,Pharmacy,2026-03-04T15:34:00,branch,Denver,False,0.066,
TXN-000531,ACCT-00135,470.13,CVS Pharmacy,Pharmacy,2026-03-04T19:51:00,mobile,Boston,False,0.312,
TXN-000532,ACCT-00045,350.63,Walmart,Retail,2026-03-05T07:31:00,atm,Seattle,True,0.307,device_mismatch
TXN-000533,ACCT-00149,31413.35,Online Casino Royal,Gambling,2026-03-05T02:43:00,branch,Chicago,True,0.776,amount_threshold
TXN-000534,ACCT-00121,186.13,Target,Retail,2026-03-04T15:11:00,atm,Denver,False,0.341,
TXN-000535,ACCT-00094,228.11,Starbucks,Food & Drink,2026-03-05T07:24:00,web,Dallas,False,0.054,
TXN-000536,ACCT-00070,218.95,Uber,Transportation,2026-03-04T12:58:00,atm,Houston,False,0.335,
TXN-000537,ACCT-00122,213.65,Best Buy,Electronics,2026-03-05T02:13:00,web,Boston,False,0.356,
TXN-000538,ACCT-00077,28.62,Netflix,Digital Services,2026-03-04T10:02:00,mobile,Chicago,False,0.122,
TXN-000539,ACCT-00162,14468.92,Online Casino Royal,Gambling,2026-03-05T03:01:00,branch,Boston,True,0.97,amount_threshold
TXN-000540,ACCT-00089,18852.34,Wire Transfer - Nigeria,Wire Transfer,2026-03-05T03:39:00,web,Dallas,True,0.888,mfa_change
TXN-000541,ACCT-00045,180.78,Starbucks,Food & Drink,2026-03-04T10:40:00,atm,Atlanta,False,0.136,
TXN-000542,ACCT-00162,322.09,Best Buy,Electronics,2026-03-05T05:32:00,branch,Denver,False,0.188,
TXN-000543,ACCT-00019,12954.46,Online Casino Royal,Gambling,2026-03-04T17:07:00,branch,Miami,True,0.876,device_mismatch
TXN-000544,ACCT-00070,375.21,Target,Retail,2026-03-04T13:42:00,atm,Denver,False,0.02,
TXN-000545,ACCT-00187,470.52,Starbucks,Food & Drink,2026-03-04T13:41:00,mobile,Houston,False,0.052,
TXN-000546,ACCT-00122,386.61,Amazon,Online Retail,2026-03-04T16:57:00,mobile,Los Angeles,False,0.047,
TXN-000547,ACCT-00100,370.11,Shell Gas,Gas Station,2026-03-04T12:28:00,atm,Chicago,False,0.085,
TXN-000548,ACCT-00009,432.8,Target,Retail,2026-03-04T17:17:00,atm,Boston,False,0.069,
TXN-000549,ACCT-00179,300.8,Netflix,Digital Services,2026-03-05T05:50:00,atm,Boston,False,0.146,
TXN-000550,ACCT-00089,403.33,Shell Gas,Gas Station,2026-03-04T20:29:00,atm,Miami,False,0.079,
TXN-000551,ACCT-00003,18506.48,Wire Transfer - Switzerland,Wire Transfer,2026-03-04T08:17:00,atm,Boston,True,0.899,device_mismatch
TXN-000552,ACCT-00194,384.11,Amazon,Online Retail,2026-03-04T15:53:00,branch,Dallas,False,0.251,
TXN-000553,ACCT-00049,221.37,Uber,Transportation,2026-03-05T06:02:00,web,Chicago,False,0.176,
TXN-000554,ACCT-00068,26797.28,ATM Withdrawal - Foreign,ATM,2026-03-05T06:08:00,branch,Miami,True,0.915,cross_channel
TXN-000555,ACCT-00069,95.29,Walmart,Retail,2026-03-05T05:44:00,branch,Los Angeles,False,0.209,
TXN-000556,ACCT-00180,163.72,Shell Gas,Gas Station,2026-03-05T02:15:00,web,New York,True,0.438,amount_threshold
TXN-000557,ACCT-00069,364.92,CVS Pharmacy,Pharmacy,2026-03-04T13:08:00,web,Los Angeles,True,0.106,device_mismatch
TXN-000558,ACCT-00080,498.99,CVS Pharmacy,Pharmacy,2026-03-04T19:16:00,atm,New York,False,0.34,
TXN-000559,ACCT-00038,5426.47,Luxury Watches Inc,Luxury Goods,2026-03-04T14:33:00,atm,Chicago,True,0.96,amount_threshold
TXN-000560,ACCT-00098,487.43,Walmart,Retail,2026-03-04T23:07:00,web,Denver,False,0.448,
TXN-000561,ACCT-00051,262.96,Walmart,Retail,2026-03-04T21:16:00,web,Atlanta,False,0.147,
TXN-000562,ACCT-00083,373.64,Amazon,Online Retail,2026-03-05T00:25:00,mobile,Miami,False,0.097,
TXN-000563,ACCT-00014,486.77,Shell Gas,Gas Station,2026-03-04T19:04:00,web,Denver,True,0.36,mfa_change
TXN-000564,ACCT-00031,9.42,Shell Gas,Gas Station,2026-03-05T07:34:00,mobile,Dallas,False,0.272,
TXN-000565,ACCT-00096,83.06,Shell Gas,Gas Station,2026-03-04T19:33:00,mobile,Dallas,False,0.449,
TXN-000566,ACCT-00161,32939.6,Online Casino Royal,Gambling,2026-03-05T00:39:00,mobile,Chicago,True,0.767,mfa_change
TXN-000567,ACCT-00166,367.93,CVS Pharmacy,Pharmacy,2026-03-04T20:13:00,mobile,Denver,False,0.12,
TXN-000568,ACCT-00011,281.72,CVS Pharmacy,Pharmacy,2026-03-05T03:20:00,atm,Houston,False,0.163,
TXN-000569,ACCT-00188,457.66,Netflix,Digital Services,2026-03-05T02:07:00,web,Los Angeles,False,0.14,
TXN-000570,ACCT-00068,5.36,CVS Pharmacy,Pharmacy,2026-03-04T08:38:00,atm,Chicago,False,0.17,
TXN-000571,ACCT-00159,330.85,Walmart,Retail,2026-03-05T01:53:00,atm,Houston,False,0.347,
TXN-000572,ACCT-00040,207.85,Target,Retail,2026-03-04T11:17:00,branch,Los Angeles,False,0.039,
TXN-000573,ACCT-00034,105.03,Amazon,Online Retail,2026-03-04T11:22:00,atm,Houston,True,0.292,device_mismatch
TXN-000574,ACCT-00169,352.15,Netflix,Digital Services,2026-03-04T20:30:00,branch,New York,False,0.326,
TXN-000575,ACCT-00004,329.6,Shell Gas,Gas Station,2026-03-05T05:48:00,mobile,Atlanta,False,0.256,
TXN-000576,ACCT-00107,412.7,Amazon,Online Retail,2026-03-04T09:23:00,branch,Boston,False,0.377,
TXN-000577,ACCT-00020,53.07,Uber,Transportation,2026-03-04T21:09:00,web,Boston,False,0.242,
TXN-000578,ACCT-00064,281.42,Best Buy,Electronics,2026-03-05T05:47:00,atm,Los Angeles,False,0.307,
TXN-000579,ACCT-00180,87.57,Walmart,Retail,2026-03-04T21:42:00,web,Boston,False,0.299,
TXN-000580,ACCT-00137,467.09,CVS Pharmacy,Pharmacy,2026-03-04T19:04:00,branch,Boston,False,0.191,
TXN-000581,ACCT-00163,306.16,Target,Retail,2026-03-05T02:46:00,web,Denver,False,0.122,
TXN-000582,ACCT-00116,5.1,Home Depot,Home Improvement,2026-03-05T04:20:00,mobile,Miami,True,0.069,amount_threshold
TXN-000583,ACCT-00002,111.34,Shell Gas,Gas Station,2026-03-05T07:32:00,branch,New York,False,0.414,
TXN-000584,ACCT-00131,81.58,Netflix,Digital Services,2026-03-04T20:08:00,mobile,Atlanta,False,0.127,
TXN-000585,ACCT-00150,406.48,Starbucks,Food & Drink,2026-03-04T21:38:00,mobile,Dallas,False,0.106,
TXN-000586,ACCT-00020,90.59,CVS Pharmacy,Pharmacy,2026-03-05T05:55:00,mobile,Dallas,False,0.332,
TXN-000587,ACCT-00148,461.33,Amazon,Online Retail,2026-03-04T22:49:00,branch,Seattle,False,0.392,
TXN-000588,ACCT-00198,464.68,Netflix,Digital Services,2026-03-04T18:24:00,atm,New York,False,0.15,
TXN-000589,ACCT-00145,350.4,Uber,Transportation,2026-03-05T06:59:00,web,New York,False,0.183,
TXN-000590,ACCT-00115,254.84,Netflix,Digital Services,2026-03-04T17:53:00,web,Denver,False,0.075,
TXN-000591,ACCT-00087,28311.32,Wire Transfer - Cayman Islands,Wire Transfer,2026-03-04T21:36:00,branch,Los Angeles,True,0.846,cross_channel
TXN-000592,ACCT-00179,243.06,Best Buy,Electronics,2026-03-04T21:29:00,web,Atlanta,False,0.096,
TXN-000593,ACCT-00158,126.89,Uber,Transportation,2026-03-04T22:40:00,mobile,Miami,False,0.417,
TXN-000594,ACCT-00023,22329.95,Luxury Watches Inc,Luxury Goods,2026-03-04T18:56:00,branch,Houston,True,0.8,new_merchant
TXN-000595,ACCT-00007,493.89,Best Buy,Electronics,2026-03-04T12:58:00,atm,Dallas,False,0.417,
TXN-000596,ACCT-00060,82.22,Target,Retail,2026-03-04T09:51:00,mobile,Los Angeles,False,0.283,
TXN-000597,ACCT-00038,11.8,Starbucks,Food & Drink,2026-03-04T23:21:00,mobile,Miami,False,0.156,
TXN-000598,ACCT-00190,275.48,Shell Gas,Gas Station,2026-03-05T00:29:00,branch,Boston,False,0.447,
TXN-000599,ACCT-00178,191.42,Amazon,Online Retail,2026-03-04T13:48:00,mobile,Miami,False,0.098,
TXN-000600,ACCT-00179,235.16,Amazon,Online Retail,2026-03-04T21:15:00,mobile,Los Angeles,False,0.302,
TXN-000601,ACCT-00169,14.44,Walmart,Retail,2026-03-04T20:59:00,atm,Houston,False,0.322,
TXN-000602,ACCT-00081,268.12,Netflix,Digital Services,2026-03-05T01:05:00,web,Houston,False,0.257,
TXN-000603,ACCT-00183,46268.97,ATM Withdrawal - Foreign,ATM,2026-03-05T00:43:00,branch,Seattle,True,0.814,geo_anomaly
TXN-000604,ACCT-00005,180.91,Target,Retail,2026-03-05T01:06:00,branch,Houston,False,0.037,
TXN-000605,ACCT-00066,472.35,Amazon,Online Retail,2026-03-04T13:10:00,branch,Houston,False,0.183,
TXN-000606,ACCT-00036,26994.46,Luxury Watches Inc,Luxury Goods,2026-03-04T16:12:00,web,Denver,True,0.866,device_mismatch
TXN-000607,ACCT-00080,227.34,Target,Retail,2026-03-05T06:16:00,web,Houston,False,0.248,
TXN-000608,ACCT-00052,345.82,Starbucks,Food & Drink,2026-03-04T12:57:00,web,Denver,False,0.259,
TXN-000609,ACCT-00041,268.82,Uber,Transportation,2026-03-04T18:50:00,mobile,Chicago,False,0.074,
TXN-000610,ACCT-00008,480.79,Home Depot,Home Improvement,2026-03-05T05:44:00,branch,Atlanta,False,0.13,
TXN-000611,ACCT-00200,96.45,Best Buy,Electronics,2026-03-05T03:21:00,branch,Dallas,False,0.272,
TXN-000612,ACCT-00060,44.34,Target,Retail,2026-03-05T01:08:00,atm,Chicago,False,0.216,
TXN-000613,ACCT-00167,248.27,Home Depot,Home Improvement,2026-03-04T14:35:00,web,Chicago,False,0.19,
TXN-000614,ACCT-00004,115.16,Home Depot,Home Improvement,2026-03-04T10:15:00,web,Houston,False,0.43,
TXN-000615,ACCT-00113,345.49,CVS Pharmacy,Pharmacy,2026-03-04T22:35:00,atm,Houston,False,0.028,
TXN-000616,ACCT-00189,200.1,Target,Retail,2026-03-04T11:43:00,mobile,Boston,False,0.374,
TXN-000617,ACCT-00011,261.76,Shell Gas,Gas Station,2026-03-05T03:02:00,atm,New York,False,0.347,
TXN-000618,ACCT-00013,202.03,CVS Pharmacy,Pharmacy,2026-03-04T23:44:00,branch,Miami,False,0.14,
TXN-000619,ACCT-00014,234.47,Best Buy,Electronics,2026-03-05T01:05:00,atm,Los Angeles,False,0.353,
TXN-000620,ACCT-00179,209.71,Home Depot,Home Improvement,2026-03-04T14:06:00,atm,New York,False,0.405,
TXN-000621,ACCT-00052,128.79,Walmart,Retail,2026-03-04T11:06:00,web,Los Angeles,False,0.208,
TXN-000622,ACCT-00093,36889.94,Luxury Watches Inc,Luxury Goods,2026-03-05T02:47:00,web,Denver,True,0.81,cross_channel
TXN-000623,ACCT-00044,436.3,Netflix,Digital Services,2026-03-04T12:56:00,web,Chicago,False,0.323,
TXN-000624,ACCT-00108,147.95,CVS Pharmacy,Pharmacy,2026-03-04T12:29:00,web,Los Angeles,False,0.012,
TXN-000625,ACCT-00196,251.33,CVS Pharmacy,Pharmacy,2026-03-04T08:11:00,atm,Boston,False,0.227,
TXN-000626,ACCT-00056,229.6,CVS Pharmacy,Pharmacy,2026-03-05T04:31:00,atm,Los Angeles,False,0.118,
TXN-000627,ACCT-00141,410.96,Uber,Transportation,2026-03-04T14:18:00,web,New York,False,0.297,
TXN-000628,ACCT-00010,335.16,Amazon,Online Retail,2026-03-04T10:59:00,branch,Seattle,True,0.193,geo_anomaly
TXN-000629,ACCT-00042,332.16,Netflix,Digital Services,2026-03-05T03:45:00,web,Atlanta,False,0.026,
TXN-000630,ACCT-00197,449.28,Target,Retail,2026-03-05T02:47:00,mobile,Denver,False,0.217,
TXN-000631,ACCT-00032,167.96,Starbucks,Food & Drink,2026-03-04T15:09:00,atm,Boston,False,0.279,
TXN-000632,ACCT-00028,493.66,Uber,Transportation,2026-03-04T17:48:00,atm,Dallas,False,0.383,
TXN-000633,ACCT-00067,180.16,Netflix,Digital Services,2026-03-05T03:12:00,web,Dallas,False,0.331,
TXN-000634,ACCT-00128,442.41,Best Buy,Electronics,2026-03-04T14:36:00,web,Miami,True,0.021,new_merchant
TXN-000635,ACCT-00031,400.78,Shell Gas,Gas Station,2026-03-04T09:33:00,atm,Denver,False,0.257,
TXN-000636,ACCT-00164,346.56,Shell Gas,Gas Station,2026-03-04T18:30:00,branch,Los Angeles,False,0.252,
TXN-000637,ACCT-00197,18385.36,Online Casino Royal,Gambling,2026-03-04T14:37:00,mobile,Chicago,True,0.796,amount_threshold
TXN-000638,ACCT-00173,399.64,CVS Pharmacy,Pharmacy,2026-03-04T13:18:00,web,Atlanta,False,0.403,
TXN-000639,ACCT-00138,393.07,CVS Pharmacy,Pharmacy,2026-03-05T01:47:00,atm,New York,False,0.329,
TXN-000640,ACCT-00081,108.09,Amazon,Online Retail,2026-03-04T10:15:00,branch,Seattle,False,0.133,
TXN-000641,ACCT-00008,315.12,Home Depot,Home Improvement,2026-03-05T04:40:00,web,Dallas,False,0.272,
TXN-000642,ACCT-00193,356.37,Target,Retail,2026-03-04T10:57:00,branch,Denver,False,0.115,
TXN-000643,ACCT-00116,111.99,Starbucks,Food & Drink,2026-03-04T11:49:00,branch,Chicago,False,0.026,
TXN-000644,ACCT-00052,255.47,CVS Pharmacy,Pharmacy,2026-03-04T13:15:00,atm,Boston,False,0.416,
TXN-000645,ACCT-00188,388.89,Starbucks,Food & Drink,2026-03-05T01:37:00,web,Los Angeles,False,0.068,
TXN-000646,ACCT-00186,36256.51,Luxury Watches Inc,Luxury Goods,2026-03-04T18:36:00,mobile,New York,True,0.97,new_merchant
TXN-000647,ACCT-00153,236.1,Target,Retail,2026-03-05T01:46:00,mobile,Los Angeles,False,0.338,
TXN-000648,ACCT-00006,321.23,Starbucks,Food & Drink,2026-03-04T14:50:00,web,Seattle,False,0.132,
TXN-000649,ACCT-00082,139.96,Walmart,Retail,2026-03-04T11:54:00,web,Miami,True,0.284,mfa_change
TXN-000650,ACCT-00027,276.94,Target,Retail,2026-03-04T17:40:00,branch,Chicago,False,0.085,
TXN-000651,ACCT-00080,272.59,Target,Retail,2026-03-04T08:59:00,mobile,Chicago,False,0.307,
TXN-000652,ACCT-00028,216.1,Walmart,Retail,2026-03-05T04:13:00,web,Dallas,False,0.314,
TXN-000653,ACCT-00115,169.5,Starbucks,Food & Drink,2026-03-04T10:40:00,web,Boston,False,0.343,
TXN-000654,ACCT-00120,407.36,Walmart,Retail,2026-03-04T23:33:00,atm,Los Angeles,False,0.294,
TXN-000655,ACCT-00197,473.99,Shell Gas,Gas Station,2026-03-04T16:48:00,web,Dallas,False,0.183,
TXN-000656,ACCT-00180,395.45,Target,Retail,2026-03-05T00:38:00,branch,Atlanta,True,0.219,amount_threshold
TXN-000657,ACCT-00123,144.72,Best Buy,Electronics,2026-03-05T03:36:00,branch,Dallas,False,0.055,
TXN-000658,ACCT-00183,280.29,Target,Retail,2026-03-05T02:11:00,mobile,Miami,False,0.27,
TXN-000659,ACCT-00062,83.72,Uber,Transportation,2026-03-04T10:15:00,atm,Denver,False,0.368,
TXN-000660,ACCT-00152,285.77,Home Depot,Home Improvement,2026-03-05T07:41:00,branch,Boston,False,0.302,
TXN-000661,ACCT-00020,419.19,Netflix,Digital Services,2026-03-05T04:20:00,mobile,Dallas,False,0.254,
TXN-000662,ACCT-00114,39.46,Home Depot,Home Improvement,2026-03-04T20:56:00,mobile,Dallas,False,0.294,
TXN-000663,ACCT-00016,44588.55,Wire Transfer - Switzerland,Wire Transfer,2026-03-05T06:33:00,mobile,Chicago,True,0.743,mfa_change
TXN-000664,ACCT-00075,226.34,Netflix,Digital Services,2026-03-04T18:13:00,web,Seattle,False,0.412,
TXN-000665,ACCT-00078,360.31,Home Depot,Home Improvement,2026-03-05T03:53:00,branch,Los Angeles,True,0.444,device_mismatch
TXN-000666,ACCT-00033,187.77,Amazon,Online Retail,2026-03-05T08:00:00,mobile,New York,False,0.441,
TXN-000667,ACCT-00029,121.44,Amazon,Online Retail,2026-03-04T21:03:00,atm,Seattle,False,0.201,
TXN-000668,ACCT-00055,73.84,CVS Pharmacy,Pharmacy,2026-03-04T22:14:00,atm,Seattle,False,0.449,
TXN-000669,ACCT-00172,40.51,Amazon,Online Retail,2026-03-05T00:36:00,mobile,Chicago,False,0.439,
TXN-000670,ACCT-00035,43287.33,Luxury Watches Inc,Luxury Goods,2026-03-04T14:08:00,atm,Dallas,True,0.832,device_mismatch
TXN-000671,ACCT-00142,180.88,Home Depot,Home Improvement,2026-03-05T04:38:00,web,Denver,True,0.229,new_merchant
TXN-000672,ACCT-00061,208.36,Starbucks,Food & Drink,2026-03-04T09:17:00,branch,New York,False,0.32,
TXN-000673,ACCT-00029,75.33,Walmart,Retail,2026-03-05T01:38:00,branch,Atlanta,False,0.402,
TXN-000674,ACCT-00023,343.62,Walmart,Retail,2026-03-04T09:48:00,branch,Dallas,False,0.245,
TXN-000675,ACCT-00003,453.5,Uber,Transportation,2026-03-04T20:02:00,branch,Denver,False,0.361,
TXN-000676,ACCT-00075,375.97,Netflix,Digital Services,2026-03-05T05:28:00,branch,New York,False,0.084,
TXN-000677,ACCT-00014,405.4,Starbucks,Food & Drink,2026-03-05T00:32:00,mobile,Miami,False,0.232,
TXN-000678,ACCT-00072,144.08,Netflix,Digital Services,2026-03-04T11:48:00,branch,New York,False,0.41,
TXN-000679,ACCT-00190,188.03,CVS Pharmacy,Pharmacy,2026-03-05T07:55:00,web,Miami,False,0.09,
TXN-000680,ACCT-00136,492.12,Target,Retail,2026-03-04T13:15:00,web,Dallas,False,0.341,
TXN-000681,ACCT-00106,332.03,Shell Gas,Gas Station,2026-03-05T03:43:00,web,Houston,False,0.162,
TXN-000682,ACCT-00165,31.0,Walmart,Retail,2026-03-05T00:15:00,atm,Denver,False,0.338,
TXN-000683,ACCT-00193,193.0,Shell Gas,Gas Station,2026-03-04T16:57:00,atm,Atlanta,False,0.393,
TXN-000684,ACCT-00004,194.09,CVS Pharmacy,Pharmacy,2026-03-05T07:18:00,branch,Boston,False,0.053,
TXN-000685,ACCT-00137,307.19,Home Depot,Home Improvement,2026-03-04T17:13:00,branch,Seattle,False,0.053,
TXN-000686,ACCT-00168,387.71,CVS Pharmacy,Pharmacy,2026-03-04T14:39:00,web,Dallas,False,0.308,
TXN-000687,ACCT-00047,338.04,Amazon,Online Retail,2026-03-04T22:02:00,mobile,New York,False,0.056,
TXN-000688,ACCT-00115,129.69,Starbucks,Food & Drink,2026-03-05T05:08:00,mobile,New York,False,0.423,
TXN-000689,ACCT-00169,475.49,Shell Gas,Gas Station,2026-03-04T10:56:00,mobile,Los Angeles,False,0.067,
TXN-000690,ACCT-00169,402.58,Netflix,Digital Services,2026-03-05T07:44:00,web,Los Angeles,False,0.14,
TXN-000691,ACCT-00170,461.73,CVS Pharmacy,Pharmacy,2026-03-05T07:37:00,branch,Denver,False,0.349,
TXN-000692,ACCT-00083,142.26,Walmart,Retail,2026-03-04T21:15:00,mobile,Denver,False,0.036,
TXN-000693,ACCT-00068,248.4,Walmart,Retail,2026-03-04T21:24:00,web,Dallas,False,0.227,
TXN-000694,ACCT-00037,113.1,Home Depot,Home Improvement,2026-03-04T16:50:00,mobile,Atlanta,False,0.042,
TXN-000695,ACCT-00147,14.29,CVS Pharmacy,Pharmacy,2026-03-05T06:17:00,atm,Chicago,False,0.42,
TXN-000696,ACCT-00171,351.53,Best Buy,Electronics,2026-03-04T08:07:00,atm,Dallas,False,0.424,
TXN-000697,ACCT-00126,422.8,Home Depot,Home Improvement,2026-03-04T15:42:00,mobile,Boston,True,0.43,cross_channel
TXN-000698,ACCT-00200,269.98,Netflix,Digital Services,2026-03-05T07:16:00,branch,Seattle,False,0.034,
TXN-000699,ACCT-00166,5861.93,Online Casino Royal,Gambling,2026-03-05T06:06:00,atm,Miami,True,0.759,mfa_change
TXN-000700,ACCT-00011,152.94,Shell Gas,Gas Station,2026-03-05T05:31:00,atm,Los Angeles,False,0.224,
TXN-000701,ACCT-00162,74.27,Shell Gas,Gas Station,2026-03-05T04:14:00,web,New York,False,0.181,
TXN-000702,ACCT-00139,269.3,CVS Pharmacy,Pharmacy,2026-03-04T09:15:00,atm,New York,False,0.159,
TXN-000703,ACCT-00185,12160.55,Wire Transfer - Nigeria,Wire Transfer,2026-03-04T13:05:00,atm,Boston,True,0.915,geo_anomaly
TXN-000704,ACCT-00019,25466.95,Wire Transfer - Switzerland,Wire Transfer,2026-03-05T05:06:00,mobile,Atlanta,True,0.713,new_merchant
TXN-000705,ACCT-00167,318.17,Best Buy,Electronics,2026-03-04T23:34:00,branch,Los Angeles,False,0.378,
TXN-000706,ACCT-00017,61.52,Walmart,Retail,2026-03-04T14:55:00,web,Los Angeles,False,0.367,
TXN-000707,ACCT-00189,64.8,Target,Retail,2026-03-04T15:16:00,web,Seattle,False,0.271,
TXN-000708,ACCT-00086,8779.37,Crypto Exchange XYZ,Cryptocurrency,2026-03-05T07:46:00,atm,Chicago,True,0.807,geo_anomaly
TXN-000709,ACCT-00113,25.15,Netflix,Digital Services,2026-03-04T20:50:00,mobile,Dallas,False,0.017,
TXN-000710,ACCT-00125,10611.82,Wire Transfer - Cayman Islands,Wire Transfer,2026-03-04T17:41:00,mobile,Dallas,True,0.821,cross_channel
TXN-000711,ACCT-00198,107.05,Best Buy,Electronics,2026-03-04T23:22:00,branch,Boston,False,0.423,
TXN-000712,ACCT-00157,94.1,Netflix,Digital Services,2026-03-04T11:00:00,atm,Dallas,False,0.354,
TXN-000713,ACCT-00090,121.64,Uber,Transportation,2026-03-04T11:15:00,mobile,Boston,False,0.39,
TXN-000714,ACCT-00139,386.31,CVS Pharmacy,Pharmacy,2026-03-04T09:48:00,web,Miami,False,0.361,
TXN-000715,ACCT-00176,251.27,CVS Pharmacy,Pharmacy,2026-03-04T09:50:00,web,New York,False,0.135,
TXN-000716,ACCT-00112,403.55,Netflix,Digital Services,2026-03-04T11:33:00,atm,New York,False,0.417,
TXN-000717,ACCT-00046,245.11,Amazon,Online Retail,2026-03-04T16:01:00,mobile,Los Angeles,False,0.271,
TXN-000718,ACCT-00084,118.88,Target,Retail,2026-03-04T15:46:00,mobile,Seattle,False,0.335,
TXN-000719,ACCT-00052,41.4,Shell Gas,Gas Station,2026-03-04T22:52:00,atm,New York,False,0.418,
TXN-000720,ACCT-00117,72.52,Target,Retail,2026-03-04T17:12:00,web,Seattle,False,0.066,
